Province/State,Country/Region,Confirmed,Deaths,Recovered,Measurement_Date
Wisconsin,US,1,0,0,2020-03-28
Maryland,US,8,0,0,2020-03-28
Idaho,US,0,0,0,2020-03-28
Pennsylvania,US,1,0,0,2020-03-28
Georgia,US,2,0,0,2020-03-28
Missouri,US,4,0,0,2020-03-28
New Jersey,US,123,1,0,2020-03-28
North Carolina,US,0,0,0,2020-03-28
Louisiana,US,0,0,0,2020-03-28
Pennsylvania,US,1,0,0,2020-03-28
Texas,US,13,0,0,2020-03-28
Texas,US,0,0,0,2020-03-28
Kentucky,US,3,0,0,2020-03-28
South Dakota,US,0,0,0,2020-03-28
Tennessee,US,4,0,0,2020-03-28
Virginia,US,0,0,0,2020-03-28
Wyoming,US,1,0,0,2020-03-28
Oklahoma,US,11,0,0,2020-03-28
Georgia,US,0,0,0,2020-03-28
Tennessee,US,3,0,0,2020-03-28
Idaho,US,23,1,0,2020-03-28
Missouri,US,5,0,0,2020-03-28
New Jersey,US,7,0,0,2020-03-28
Montana,US,0,0,0,2020-03-28
Pennsylvania,US,3,0,0,2020-03-28
Utah,US,0,0,0,2020-03-28
Wyoming,US,3,0,0,2020-03-28
Idaho,US,0,0,0,2020-03-28
Kentucky,US,0,0,0,2020-03-28
Minnesota,US,0,0,0,2020-03-28
Maryland,US,1,0,0,2020-03-28
Virginia,US,0,0,0,2020-03-28
Arkansas,US,0,0,0,2020-03-28
Georgia,US,64,0,0,2020-03-28
Illinois,US,1,0,0,2020-03-28
Indiana,US,1,0,0,2020-03-28
Iowa,US,1,0,0,2020-03-28
Kentucky,US,0,0,0,2020-03-28
Maryland,US,10,0,0,2020-03-28
Mississippi,US,0,0,0,2020-03-28
Missouri,US,0,0,0,2020-03-28
New Hampshire,US,8,0,0,2020-03-28
Ohio,US,3,0,0,2020-03-28
Tennessee,US,4,0,0,2020-03-28
Virginia,US,0,0,0,2020-03-28
Texas,US,0,0,0,2020-03-28
Nevada,US,5,0,0,2020-03-28
Kentucky,US,0,0,0,2020-03-28
Missouri,US,2,0,0,2020-03-28
Montana,US,0,0,0,2020-03-28
Oklahoma,US,1,0,0,2020-03-28
Tennessee,US,1,0,0,2020-03-28
North Carolina,US,7,0,0,2020-03-28
Minnesota,US,9,0,0,2020-03-28
Montana,US,7,0,0,2020-03-28
Kentucky,US,0,0,0,2020-03-28
Illinois,US,0,0,0,2020-03-28
Indiana,US,0,0,0,2020-03-28
Iowa,US,0,0,0,2020-03-28
Michigan,US,2,0,0,2020-03-28
Minnesota,US,1,0,0,2020-03-28
Missouri,US,8,0,0,2020-03-28
Nebraska,US,2,0,0,2020-03-28
North Dakota,US,18,1,0,2020-03-28
Texas,US,2,0,0,2020-03-28
Idaho,US,1,0,0,2020-03-28
Texas,US,8,0,0,2020-03-28
North Carolina,US,1,0,0,2020-03-28
Louisiana,US,1,1,0,2020-03-28
North Carolina,US,10,0,0,2020-03-28
Georgia,US,1,0,0,2020-03-28
New Mexico,US,0,0,0,2020-03-28
New York,US,1,0,0,2020-03-28
North Dakota,US,0,0,0,2020-03-28
New York,US,2,0,0,2020-03-28
Maryland,US,13,0,0,2020-03-28
Iowa,US,6,0,0,2020-03-28
Missouri,US,0,0,0,2020-03-28
Nebraska,US,0,0,0,2020-03-28
Pennsylvania,US,15,0,0,2020-03-28
Iowa,US,4,0,0,2020-03-28
Colorado,US,5,1,0,2020-03-28
Alabama,US,17,0,0,2020-03-28
Texas,US,3,0,0,2020-03-28
Illinois,US,11,0,0,2020-03-28
Ohio,US,2,0,0,2020-03-28
Missouri,US,1,0,0,2020-03-28
Maryland,US,21,0,0,2020-03-28
Virginia,US,1,0,0,2020-03-28
South Dakota,US,1,0,0,2020-03-28
South Carolina,US,108,1,0,2020-03-28
Michigan,US,4,0,0,2020-03-28
Florida,US,12,0,0,2020-03-28
Virginia,US,0,0,0,2020-03-28
Virginia,US,12,0,0,2020-03-28
Georgia,US,1,0,0,2020-03-28
Kansas,US,0,0,0,2020-03-28
Nebraska,US,0,0,0,2020-03-28
Georgia,US,15,0,0,2020-03-28
North Carolina,US,12,0,0,2020-03-28
Georgia,US,1,0,0,2020-03-28
Georgia,US,1,0,0,2020-03-28
Kansas,US,0,0,0,2020-03-28
New York,US,5,0,0,2020-03-28
New Mexico,US,7,0,0,2020-03-28
Tennessee,US,7,0,0,2020-03-28
Michigan,US,0,0,0,2020-03-28
Washington,US,13,1,0,2020-03-28
New York,US,12,0,0,2020-03-28
New York,US,8,0,0,2020-03-28
Alabama,US,1,0,0,2020-03-28
Georgia,US,52,1,0,2020-03-28
Iowa,US,0,0,0,2020-03-28
Kansas,US,2,0,0,2020-03-28
North Carolina,US,4,0,0,2020-03-28
Oklahoma,US,1,0,0,2020-03-28
South Carolina,US,0,0,0,2020-03-28
Texas,US,1,0,0,2020-03-28
Nebraska,US,0,0,0,2020-03-28
Virginia,US,7,0,0,2020-03-28
New Hampshire,US,2,0,0,2020-03-28
Pennsylvania,US,116,0,0,2020-03-28
South Carolina,US,2,0,0,2020-03-28
Tennessee,US,2,0,0,2020-03-28
South Carolina,US,4,0,0,2020-03-28
Virginia,US,12,0,0,2020-03-28
Colorado,US,0,0,0,2020-03-28
Kansas,US,0,0,0,2020-03-28
Nebraska,US,0,0,0,2020-03-28
Iowa,US,0,0,0,2020-03-28
Mississippi,US,10,0,0,2020-03-28
Arkansas,US,1,0,0,2020-03-28
Texas,US,0,0,0,2020-03-28
Alabama,US,7,0,0,2020-03-28
Michigan,US,0,0,0,2020-03-28
Minnesota,US,0,0,0,2020-03-28
Wisconsin,US,4,0,0,2020-03-28
Minnesota,US,1,0,0,2020-03-28
Vermont,US,105,4,0,2020-03-28
Alabama,US,1,0,0,2020-03-28
Mississippi,US,4,0,0,2020-03-28
Oklahoma,US,1,0,0,2020-03-28
Montana,US,0,0,0,2020-03-28
North Carolina,US,0,0,0,2020-03-28
Illinois,US,1,0,0,2020-03-28
Kentucky,US,2,0,0,2020-03-28
Missouri,US,7,0,0,2020-03-28
Nevada,US,0,0,0,2020-03-28
New Mexico,US,2,0,0,2020-03-28
Oklahoma,US,0,0,0,2020-03-28
Florida,US,14,1,0,2020-03-28
Oregon,US,36,2,0,2020-03-28
Louisiana,US,4,0,0,2020-03-28
Mississippi,US,0,0,0,2020-03-28
Tennessee,US,2,0,0,2020-03-28
Washington,US,5,0,0,2020-03-28
Michigan,US,1,0,0,2020-03-28
South Carolina,US,7,1,0,2020-03-28
Pennsylvania,US,1,0,0,2020-03-28
Arkansas,US,18,0,0,2020-03-28
Idaho,US,0,0,0,2020-03-28
Illinois,US,0,0,0,2020-03-28
Indiana,US,18,0,0,2020-03-28
Kansas,US,0,0,0,2020-03-28
Kentucky,US,2,0,0,2020-03-28
Missouri,US,0,0,0,2020-03-28
Nevada,US,443,10,0,2020-03-28
Ohio,US,2,0,0,2020-03-28
South Dakota,US,0,0,0,2020-03-28
Washington,US,82,6,0,2020-03-28
Wisconsin,US,3,0,0,2020-03-28
Alabama,US,0,0,0,2020-03-28
Georgia,US,35,2,0,2020-03-28
Iowa,US,0,0,0,2020-03-28
Mississippi,US,1,0,0,2020-03-28
Virginia,US,0,0,0,2020-03-28
Oregon,US,3,0,0,2020-03-28
Alabama,US,2,0,0,2020-03-28
Arkansas,US,0,0,0,2020-03-28
Florida,US,24,4,0,2020-03-28
Georgia,US,0,0,0,2020-03-28
Illinois,US,0,0,0,2020-03-28
Indiana,US,0,0,0,2020-03-28
Iowa,US,0,0,0,2020-03-28
Kansas,US,1,0,0,2020-03-28
Kentucky,US,0,0,0,2020-03-28
Minnesota,US,4,0,0,2020-03-28
Mississippi,US,2,0,0,2020-03-28
Missouri,US,10,0,0,2020-03-28
Nebraska,US,0,0,0,2020-03-28
North Carolina,US,0,0,0,2020-03-28
South Dakota,US,0,0,0,2020-03-28
Tennessee,US,0,0,0,2020-03-28
Texas,US,0,0,0,2020-03-28
West Virginia,US,0,0,0,2020-03-28
Georgia,US,57,1,0,2020-03-28
Iowa,US,1,0,0,2020-03-28
Colorado,US,3,0,0,2020-03-28
Pennsylvania,US,2,0,0,2020-03-28
Idaho,US,0,0,0,2020-03-28
Minnesota,US,1,0,0,2020-03-28
Alabama,US,4,0,0,2020-03-28
Arkansas,US,50,1,0,2020-03-28
Ohio,US,8,0,0,2020-03-28
Arkansas,US,5,0,0,2020-03-28
North Carolina,US,3,0,0,2020-03-28
Oklahoma,US,46,5,0,2020-03-28
Georgia,US,1,0,0,2020-03-28
Illinois,US,5,0,0,2020-03-28
Indiana,US,1,0,0,2020-03-28
Iowa,US,1,0,0,2020-03-28
Kentucky,US,0,0,0,2020-03-28
Michigan,US,13,0,0,2020-03-28
Missouri,US,1,0,0,2020-03-28
New York,US,12,0,0,2020-03-28
Ohio,US,3,0,0,2020-03-28
Pennsylvania,US,0,0,0,2020-03-28
Kansas,US,0,0,0,2020-03-28
Mississippi,US,18,0,0,2020-03-28
Oklahoma,US,0,0,0,2020-03-28
Georgia,US,181,8,0,2020-03-28
Arizona,US,3,0,0,2020-03-28
Texas,US,0,0,0,2020-03-28
Tennessee,US,1,0,0,2020-03-28
Arizona,US,56,2,0,2020-03-28
South Dakota,US,2,0,0,2020-03-28
Alabama,US,0,0,0,2020-03-28
Georgia,US,3,0,0,2020-03-28
Tennessee,US,0,0,0,2020-03-28
Kansas,US,5,0,0,2020-03-28
Texas,US,0,0,0,2020-03-28
Alabama,US,1,0,0,2020-03-28
Missouri,US,17,0,0,2020-03-28
Texas,US,0,0,0,2020-03-28
Illinois,US,0,0,0,2020-03-28
Nebraska,US,0,0,0,2020-03-28
New Mexico,US,0,0,0,2020-03-28
South Carolina,US,4,0,0,2020-03-28
Florida,US,92,0,0,2020-03-28
Texas,US,118,1,0,2020-03-28
Texas,US,0,0,0,2020-03-28
Virginia,US,0,0,0,2020-03-28
Texas,US,0,0,0,2020-03-28
Georgia,US,5,0,0,2020-03-28
Arkansas,US,1,0,0,2020-03-28
Florida,US,3,0,0,2020-03-28
Georgia,US,12,0,0,2020-03-28
New York,US,30,1,0,2020-03-28
Oregon,US,1,0,0,2020-03-28
Pennsylvania,US,4,0,0,2020-03-28
Washington,US,1,0,0,2020-03-28
Wisconsin,US,7,0,0,2020-03-28
Ohio,US,9,1,0,2020-03-28
North Carolina,US,2,0,0,2020-03-28
California,US,1,0,0,2020-03-28
Texas,US,9,1,0,2020-03-28
Kansas,US,0,0,0,2020-03-28
Oklahoma,US,6,0,0,2020-03-28
Texas,US,1,0,0,2020-03-28
Texas,US,0,0,0,2020-03-28
Louisiana,US,0,0,0,2020-03-28
Alabama,US,0,0,0,2020-03-28
Colorado,US,0,0,0,2020-03-28
California,US,168,2,0,2020-03-28
Wyoming,US,1,0,0,2020-03-28
Arkansas,US,1,0,0,2020-03-28
Georgia,US,0,0,0,2020-03-28
Illinois,US,2613,28,0,2020-03-28
Minnesota,US,0,0,0,2020-03-28
Texas,US,0,0,0,2020-03-28
Missouri,US,1,0,0,2020-03-28
New Hampshire,US,0,0,0,2020-03-28
Oregon,US,0,0,0,2020-03-28
Alabama,US,2,0,0,2020-03-28
Mississippi,US,8,0,0,2020-03-28
South Dakota,US,0,0,0,2020-03-28
New York,US,7,0,0,2020-03-28
Texas,US,1,0,0,2020-03-28
Ohio,US,4,0,0,2020-03-28
Colorado,US,1,0,0,2020-03-28
Texas,US,0,0,0,2020-03-28
Oklahoma,US,0,0,0,2020-03-28
Minnesota,US,0,0,0,2020-03-28
Alabama,US,2,0,0,2020-03-28
Mississippi,US,1,0,0,2020-03-28
Virginia,US,0,0,0,2020-03-28
Georgia,US,19,2,0,2020-03-28
Kansas,US,0,0,0,2020-03-28
Washington,US,10,0,0,2020-03-28
Oklahoma,US,1,0,0,2020-03-28
Virginia,US,0,0,0,2020-03-28
Arkansas,US,4,0,0,2020-03-28
Texas,US,1,0,0,2020-03-28
North Carolina,US,4,0,0,2020-03-28
Arkansas,US,1,0,0,2020-03-28
Georgia,US,0,0,0,2020-03-28
Illinois,US,0,0,0,2020-03-28
Indiana,US,1,0,0,2020-03-28
Iowa,US,0,0,0,2020-03-28
Kansas,US,3,0,0,2020-03-28
Michigan,US,1,0,0,2020-03-28
Missouri,US,0,0,0,2020-03-28
Ohio,US,2,0,0,2020-03-28
Pennsylvania,US,2,0,0,2020-03-28
Wisconsin,US,0,0,0,2020-03-28
Oklahoma,US,16,1,0,2020-03-28
Alabama,US,1,0,0,2020-03-28
Georgia,US,5,0,0,2020-03-28
Arkansas,US,14,0,0,2020-03-28
Kentucky,US,0,0,0,2020-03-28
Tennessee,US,0,0,0,2020-03-28
Texas,US,0,0,0,2020-03-28
Oregon,US,0,0,0,2020-03-28
Wyoming,US,0,0,0,2020-03-28
Texas,US,0,0,0,2020-03-28
Arkansas,US,1,0,0,2020-03-28
Minnesota,US,0,0,0,2020-03-28
Colorado,US,1,1,0,2020-03-28
Texas,US,0,0,0,2020-03-28
Alabama,US,7,0,0,2020-03-28
Virginia,US,2,0,0,2020-03-28
Illinois,US,1,0,0,2020-03-28
Kentucky,US,0,0,0,2020-03-28
Maine,US,120,1,0,2020-03-28
New Jersey,US,11,0,0,2020-03-28
North Carolina,US,8,0,0,2020-03-28
Pennsylvania,US,22,1,0,2020-03-28
Tennessee,US,6,0,0,2020-03-28
Virginia,US,0,0,0,2020-03-28
Nebraska,US,0,0,0,2020-03-28
North Carolina,US,0,0,0,2020-03-28
New Mexico,US,1,0,0,2020-03-28
Oregon,US,0,0,0,2020-03-28
Colorado,US,0,0,0,2020-03-28
Idaho,US,1,0,0,2020-03-28
Montana,US,0,0,0,2020-03-28
Nebraska,US,0,0,0,2020-03-28
Oklahoma,US,3,0,0,2020-03-28
South Dakota,US,0,0,0,2020-03-28
Ohio,US,370,3,0,2020-03-28
Georgia,US,0,0,0,2020-03-28
Missouri,US,0,0,0,2020-03-28
Utah,US,0,0,0,2020-03-28
Minnesota,US,33,0,0,2020-03-28
Nebraska,US,0,0,0,2020-03-28
Alabama,US,0,0,0,2020-03-28
Texas,US,0,0,0,2020-03-28
Alabama,US,2,0,0,2020-03-28
Arkansas,US,0,0,0,2020-03-28
Iowa,US,15,0,0,2020-03-28
Missouri,US,0,0,0,2020-03-28
Texas,US,439,9,0,2020-03-28
Wisconsin,US,172,1,0,2020-03-28
Montana,US,0,0,0,2020-03-28
Virginia,US,4,0,0,2020-03-28
North Carolina,US,2,0,0,2020-03-28
Ohio,US,1,0,0,2020-03-28
South Carolina,US,8,0,0,2020-03-28
Pennsylvania,US,23,0,0,2020-03-28
North Carolina,US,14,0,0,2020-03-28
Tennessee,US,376,2,0,2020-03-28
North Carolina,US,6,0,0,2020-03-28
Indiana,US,0,0,0,2020-03-28
Kentucky,US,20,0,0,2020-03-28
Missouri,US,0,0,0,2020-03-28
Iowa,US,0,0,0,2020-03-28
Utah,US,59,1,0,2020-03-28
South Dakota,US,2,0,0,2020-03-28
Nebraska,US,0,0,0,2020-03-28
Georgia,US,2,0,0,2020-03-28
Montana,US,0,0,0,2020-03-28
Nebraska,US,1,0,0,2020-03-28
Texas,US,3,0,0,2020-03-28
South Dakota,US,0,0,0,2020-03-28
New Mexico,US,0,0,0,2020-03-28
Louisiana,US,21,1,0,2020-03-28
Illinois,US,0,0,0,2020-03-28
Alabama,US,4,0,0,2020-03-28
Georgia,US,240,2,0,2020-03-28
Illinois,US,4,0,0,2020-03-28
Indiana,US,1,0,0,2020-03-28
Missouri,US,0,0,0,2020-03-28
Tennessee,US,3,0,0,2020-03-28
Florida,US,7,0,0,2020-03-28
Mississippi,US,65,1,0,2020-03-28
Texas,US,3,0,0,2020-03-28
Texas,US,2,0,0,2020-03-28
Indiana,US,8,1,0,2020-03-28
Georgia,US,3,0,0,2020-03-28
Indiana,US,30,0,0,2020-03-28
Iowa,US,0,0,0,2020-03-28
Kansas,US,0,0,0,2020-03-28
Tennessee,US,1,0,0,2020-03-28
Montana,US,0,0,0,2020-03-28
Ohio,US,5,0,0,2020-03-28
California,US,0,0,0,2020-03-28
Indiana,US,8,1,0,2020-03-28
Iowa,US,0,0,0,2020-03-28
New York,US,8,0,0,2020-03-28
Ohio,US,26,0,0,2020-03-28
Oklahoma,US,4,0,0,2020-03-28
Pennsylvania,US,226,4,0,2020-03-28
Colorado,US,2,0,0,2020-03-28
Michigan,US,0,0,0,2020-03-28
Texas,US,0,0,0,2020-03-28
Alaska,US,0,0,0,2020-03-28
Missouri,US,0,0,0,2020-03-28
Texas,US,148,2,0,2020-03-28
Colorado,US,312,3,0,2020-03-28
Iowa,US,1,0,0,2020-03-28
Oregon,US,20,0,0,2020-03-28
Arkansas,US,2,0,0,2020-03-28
Nebraska,US,0,0,0,2020-03-28
South Dakota,US,1,0,0,2020-03-28
Oklahoma,US,0,0,0,2020-03-28
South Dakota,US,0,0,0,2020-03-28
Texas,US,0,0,0,2020-03-28
Virginia,US,0,0,0,2020-03-28
North Dakota,US,0,0,0,2020-03-28
Iowa,US,1,0,0,2020-03-28
Kansas,US,0,0,0,2020-03-28
Michigan,US,0,0,0,2020-03-28
Tennessee,US,11,0,0,2020-03-28
Alaska,US,0,0,0,2020-03-28
South Carolina,US,1,0,0,2020-03-28
Texas,US,0,0,0,2020-03-28
Virginia,US,0,0,0,2020-03-28
District of Columbia,US,304,4,0,2020-03-28
North Dakota,US,1,0,0,2020-03-28
Florida,US,0,0,0,2020-03-28
Nebraska,US,0,0,0,2020-03-28
West Virginia,US,0,0,0,2020-03-28
Georgia,US,1,0,0,2020-03-28
Minnesota,US,6,0,0,2020-03-28
Nebraska,US,2,0,0,2020-03-28
Wisconsin,US,6,0,0,2020-03-28
Colorado,US,0,0,0,2020-03-28
New Mexico,US,17,0,0,2020-03-28
Kansas,US,1,0,0,2020-03-28
Texas,US,0,0,0,2020-03-28
Georgia,US,0,0,0,2020-03-28
Wisconsin,US,0,0,0,2020-03-28
Maryland,US,0,0,0,2020-03-28
South Carolina,US,10,0,0,2020-03-28
Georgia,US,205,13,0,2020-03-28
Colorado,US,79,0,0,2020-03-28
Georgia,US,35,1,0,2020-03-28
Illinois,US,1,0,0,2020-03-28
Kansas,US,23,0,0,2020-03-28
Minnesota,US,0,0,0,2020-03-28
Missouri,US,0,0,0,2020-03-28
Nebraska,US,51,1,0,2020-03-28
Nevada,US,5,0,0,2020-03-28
Oregon,US,4,0,0,2020-03-28
South Dakota,US,0,0,0,2020-03-28
Washington,US,5,0,0,2020-03-28
Wisconsin,US,6,0,0,2020-03-28
New Mexico,US,0,0,0,2020-03-28
Arkansas,US,1,0,0,2020-03-28
Illinois,US,202,6,0,2020-03-28
Indiana,US,1,0,0,2020-03-28
Iowa,US,12,1,0,2020-03-28
Utah,US,0,0,0,2020-03-28
Massachusetts,US,0,0,0,2020-03-28
Massachusetts,US,8,0,0,2020-03-28
Nebraska,US,0,0,0,2020-03-28
Missouri,US,3,0,0,2020-03-28
North Dakota,US,1,0,0,2020-03-28
Wisconsin,US,2,0,0,2020-03-28
North Carolina,US,1,0,0,2020-03-28
North Carolina,US,113,0,0,2020-03-28
New York,US,262,2,0,2020-03-28
Florida,US,115,3,0,2020-03-28
Texas,US,0,0,0,2020-03-28
Tennessee,US,3,0,0,2020-03-28
Colorado,US,170,1,0,2020-03-28
Georgia,US,15,1,0,2020-03-28
Louisiana,US,153,4,0,2020-03-28
Louisiana,US,1,0,0,2020-03-28
Louisiana,US,6,0,0,2020-03-28
Texas,US,4,0,0,2020-03-28
Michigan,US,8,0,0,2020-03-28
Wisconsin,US,7,0,0,2020-03-28
Georgia,US,0,0,0,2020-03-28
Texas,US,1,0,0,2020-03-28
New Mexico,US,3,1,0,2020-03-28
North Dakota,US,0,0,0,2020-03-28
Illinois,US,0,0,0,2020-03-28
North Carolina,US,1,0,0,2020-03-28
South Carolina,US,1,0,0,2020-03-28
Kentucky,US,0,0,0,2020-03-28
South Dakota,US,0,0,0,2020-03-28
Illinois,US,0,0,0,2020-03-28
Kansas,US,0,0,0,2020-03-28
Texas,US,0,0,0,2020-03-28
Georgia,US,4,0,0,2020-03-28
Illinois,US,0,0,0,2020-03-28
California,US,12,0,0,2020-03-28
Colorado,US,160,7,0,2020-03-28
Texas,US,38,0,0,2020-03-28
Colorado,US,3,0,0,2020-03-28
Georgia,US,0,0,0,2020-03-28
Kansas,US,0,0,0,2020-03-28
Pennsylvania,US,0,0,0,2020-03-28
Indiana,US,11,0,0,2020-03-28
Nevada,US,2,0,0,2020-03-28
Kentucky,US,0,0,0,2020-03-28
Kansas,US,0,0,0,2020-03-28
Oklahoma,US,0,0,0,2020-03-28
Texas,US,13,0,0,2020-03-28
Kansas,US,0,0,0,2020-03-28
Alabama,US,12,0,0,2020-03-28
Idaho,US,0,0,0,2020-03-28
Georgia,US,0,0,0,2020-03-28
Utah,US,0,0,0,2020-03-28
Iowa,US,0,0,0,2020-03-28
Michigan,US,4,0,0,2020-03-28
North Dakota,US,0,0,0,2020-03-28
Virginia,US,0,0,0,2020-03-28
Texas,US,1,0,0,2020-03-28
New York,US,318,6,0,2020-03-28
Ohio,US,5,1,0,2020-03-28
Pennsylvania,US,7,0,0,2020-03-28
Alabama,US,1,0,0,2020-03-28
Florida,US,28,0,0,2020-03-28
Nevada,US,0,0,0,2020-03-28
Massachusetts,US,472,3,0,2020-03-28
New Jersey,US,1086,7,0,2020-03-28
New York,US,5,0,0,2020-03-28
Vermont,US,0,0,0,2020-03-28
Virginia,US,0,0,0,2020-03-28
Kentucky,US,0,0,0,2020-03-28
Alabama,US,6,0,0,2020-03-28
Nevada,US,0,0,0,2020-03-28
Louisiana,US,4,0,0,2020-03-28
Georgia,US,0,0,0,2020-03-28
Alaska,US,19,0,0,2020-03-28
Virginia,US,156,2,0,2020-03-28
Virginia,US,0,0,0,2020-03-28
Connecticut,US,908,20,0,2020-03-28
Ohio,US,14,0,0,2020-03-28
South Carolina,US,4,0,0,2020-03-28
South Dakota,US,0,0,0,2020-03-28
Montana,US,0,0,0,2020-03-28
Texas,US,1,0,0,2020-03-28
Virginia,US,0,0,0,2020-03-28
Georgia,US,3,0,0,2020-03-28
Texas,US,1,0,0,2020-03-28
Minnesota,US,1,0,0,2020-03-28
South Dakota,US,1,0,0,2020-03-28
Arkansas,US,29,0,0,2020-03-28
Virginia,US,6,0,0,2020-03-28
Alabama,US,0,0,0,2020-03-28
Georgia,US,25,2,0,2020-03-28
Illinois,US,1,0,0,2020-03-28
Indiana,US,4,1,0,2020-03-28
Iowa,US,2,0,0,2020-03-28
Kentucky,US,28,2,0,2020-03-28
Ohio,US,1,0,0,2020-03-28
Pennsylvania,US,10,0,0,2020-03-28
Tennessee,US,4,0,0,2020-03-28
Texas,US,1,0,0,2020-03-28
West Virginia,US,0,0,0,2020-03-28
Tennessee,US,0,0,0,2020-03-28
Montana,US,0,0,0,2020-03-28
Washington,US,1,0,0,2020-03-28
Minnesota,US,5,0,0,2020-03-28
Nebraska,US,0,0,0,2020-03-28
Kansas,US,0,0,0,2020-03-28
Texas,US,0,0,0,2020-03-28
Florida,US,13,0,0,2020-03-28
Montana,US,6,0,0,2020-03-28
Kentucky,US,0,0,0,2020-03-28
South Carolina,US,12,3,0,2020-03-28
Wisconsin,US,0,0,0,2020-03-28
Georgia,US,27,1,0,2020-03-28
Indiana,US,13,0,0,2020-03-28
Iowa,US,0,0,0,2020-03-28
Kentucky,US,0,0,0,2020-03-28
Texas,US,0,0,0,2020-03-28
Virginia,US,0,0,0,2020-03-28
Virginia,US,3,0,0,2020-03-28
Texas,US,0,0,0,2020-03-28
Wisconsin,US,20,1,0,2020-03-28
Illinois,US,0,0,0,2020-03-28
Kansas,US,1,0,0,2020-03-28
Pennsylvania,US,0,0,0,2020-03-28
Wisconsin,US,0,0,0,2020-03-28
Mississippi,US,18,0,0,2020-03-28
Georgia,US,21,1,0,2020-03-28
North Carolina,US,33,0,0,2020-03-28
Texas,US,101,1,0,2020-03-28
North Dakota,US,1,0,0,2020-03-28
Indiana,US,1,0,0,2020-03-28
Alabama,US,3,0,0,2020-03-28
Arkansas,US,0,0,0,2020-03-28
Florida,US,0,0,0,2020-03-28
Georgia,US,2,0,0,2020-03-28
Idaho,US,0,0,0,2020-03-28
Illinois,US,1,0,0,2020-03-28
Indiana,US,23,2,0,2020-03-28
Iowa,US,0,0,0,2020-03-28
Kansas,US,6,0,0,2020-03-28
Kentucky,US,2,0,0,2020-03-28
Louisiana,US,4,0,0,2020-03-28
Maine,US,2,0,0,2020-03-28
Massachusetts,US,39,2,0,2020-03-28
Mississippi,US,3,0,0,2020-03-28
Missouri,US,6,0,0,2020-03-28
Nebraska,US,0,0,0,2020-03-28
New York,US,5,0,0,2020-03-28
North Carolina,US,5,0,0,2020-03-28
Ohio,US,222,2,0,2020-03-28
Pennsylvania,US,7,0,0,2020-03-28
Tennessee,US,3,0,0,2020-03-28
Texas,US,0,0,0,2020-03-28
Vermont,US,7,0,0,2020-03-28
Virginia,US,1,0,0,2020-03-28
Washington,US,12,0,0,2020-03-28
Virginia,US,0,0,0,2020-03-28
Maryland,US,22,0,0,2020-03-28
Virginia,US,4,0,0,2020-03-28
Virginia,US,1,0,0,2020-03-28
Minnesota,US,0,0,0,2020-03-28
Texas,US,0,0,0,2020-03-28
Colorado,US,1,0,0,2020-03-28
Idaho,US,1,0,0,2020-03-28
Iowa,US,0,0,0,2020-03-28
Wyoming,US,20,0,0,2020-03-28
California,US,31,0,0,2020-03-28
Texas,US,0,0,0,2020-03-28
Nebraska,US,0,0,0,2020-03-28
Arkansas,US,0,0,0,2020-03-28
Georgia,US,373,12,0,2020-03-28
Illinois,US,0,0,0,2020-03-28
Indiana,US,1,0,0,2020-03-28
Kentucky,US,0,0,0,2020-03-28
New York,US,1,0,0,2020-03-28
Ohio,US,2,0,0,2020-03-28
Pennsylvania,US,0,0,0,2020-03-28
Nebraska,US,0,0,0,2020-03-28
Florida,US,1,0,0,2020-03-28
Nebraska,US,1,0,0,2020-03-28
Texas,US,1,0,0,2020-03-28
Virginia,US,1,0,0,2020-03-28
Illinois,US,0,0,0,2020-03-28
Kentucky,US,0,0,0,2020-03-28
Montana,US,46,0,0,2020-03-28
Ohio,US,1,1,0,2020-03-28
Texas,US,49,0,0,2020-03-28
Nebraska,US,0,0,0,2020-03-28
Colorado,US,16,0,0,2020-03-28
Montana,US,0,0,0,2020-03-28
Nebraska,US,0,0,0,2020-03-28
Oklahoma,US,0,0,0,2020-03-28
Utah,US,0,0,0,2020-03-28
Washington,US,0,0,0,2020-03-28
Arkansas,US,20,0,0,2020-03-28
Kentucky,US,0,0,0,2020-03-28
Maryland,US,3,0,0,2020-03-28
Oklahoma,US,2,0,0,2020-03-28
Texas,US,0,0,0,2020-03-28
Missouri,US,0,0,0,2020-03-28
North Carolina,US,17,0,0,2020-03-28
North Carolina,US,0,0,0,2020-03-28
Kansas,US,0,0,0,2020-03-28
Ohio,US,14,0,0,2020-03-28
Idaho,US,1,0,0,2020-03-28
Michigan,US,110,5,0,2020-03-28
New York,US,7,0,0,2020-03-28
Alabama,US,0,0,0,2020-03-28
Missouri,US,0,0,0,2020-03-28
Mississippi,US,1,0,0,2020-03-28
South Carolina,US,6,0,0,2020-03-28
Indiana,US,4,0,0,2020-03-28
Tennessee,US,2,0,0,2020-03-28
Arizona,US,1,0,0,2020-03-28
Florida,US,0,0,0,2020-03-28
Tennessee,US,0,0,0,2020-03-28
Virginia,US,0,0,0,2020-03-28
Texas,US,0,0,0,2020-03-28
Oregon,US,0,0,0,2020-03-28
Georgia,US,0,0,0,2020-03-28
West Virginia,US,0,0,0,2020-03-28
Colorado,US,0,0,0,2020-03-28
Montana,US,0,0,0,2020-03-28
Florida,US,0,0,0,2020-03-28
Michigan,US,2,0,0,2020-03-28
